alpha,beta,coefficient
11111111111101100010,11111111111101100010,-0.031328785333347563
11111111111111100000,11111011110111111000,0.030479126861635224
11111011110111111000,11111111111111100000,0.030479126861632049
11111011111111110000,11111011111111110000,-0.029925865473172188
11111101111111110000,11111111101111100100,-0.029912391390729046
11111111101111100100,11111101111111110000,-0.0299123913907277
11111111110111101000,11111111110111101000,-0.029626403152777082
11111101111111110000,11111111111011100001,0.028772816610235463
11111111111011100001,11111101111111110000,0.028772816610234012
11111111111011110000,11111101111111110000,0.028589094205535452
11111101111111110000,11111111111011110000,0.028589094205530893
11111111111101100010,11111111111110110000,0.028285314104938342
11111111111110110000,11111111111101100010,0.028285314104937717
11111111111101100100,11111111111101100100,-0.027733926338651484
11111111111111100000,11111011111101110010,-0.027298334432647214
11111011111101110010,11111111111111100000,-0.027298334432643054
11111101111111110000,11111111111101010100,-0.027052815341660583
11111111111101010100,11111101111111110000,-0.027052815341659001
11111111111111010000,11111111111011100001,-0.026140405412504675
11111111111011100001,11111111111111010000,-0.02614040541250413
11111111111111100000,10111111101111110010,0.025889774288542881
10111111101111110010,11111111111111100000,0.025889774288540536
11111101111111110000,11111101111101110100,-0.025345576635698704
11111101111101110100,11111101111111110000,-0.025345576635696997
11111011111111110000,11111111111110110000,-0.024870830442761852
11111111111110110000,11111011111111110000,-0.024870830442761428
11111111111111100000,11111111110110111000,-0.024796476360514495
11111111110110111000,11111111111111100000,-0.024796476360513797
11111111111111100000,11111111111101010010,-0.024771515127722042
11111111111101010010,11111111111111100000,-0.02477151512771707
11111110111111101000,11111111111111010000,0.024430215498404503
11111111111111010000,11111110111111101000,0.024430215498403438
11111110111111101000,11111101111111110000,-0.023608110036202647
11111101111111110000,11111110111111101000,-0.023608110036200888
11111111110111010001,11111101111111110000,-0.02317371982126212
11111101111111110000,11111111110111010001,-0.023173719821260881
11111111110111101000,11111111111101100010,0.023049635688854441
11111111111101100010,11111111110111101000,0.023049635688851922
11111111111111100000,11111111111100110010,0.022721945114095851
11111111111100110010,11111111111111100000,0.022721945114094484
11111111111111010000,11111101111101110100,0.022592363203595745
11111101111101110100,11111111111111010000,0.022592363203594697
11111011111111110000,11111111111011100001,0.02242950928420798
11111111111011100001,11111011111111110000,0.022429509284206849
11011111111111100100,11101111111111100010,-0.022415639364192826
11101111111111100010,11011111111111100100,-0.02241563936419258
11111111101111100010,11111111101111100010,-0.022266686594174922
11111111101111100100,11111011111111110000,-0.022132896004831801
11111011111111110000,11111111101111100100,-0.022132896004831041
11101111111111100010,11101111111111100010,-0.022092819706009677
11111111111011101000,11111110111111100001,-0.022024089748578009
11111110111111100001,11111111111011101000,-0.022024089748577176
11111111101111100010,11111111111101100100,0.02180538501987174
11111111111101100100,11111111101111100010,0.021805385019871528
11111111110111100001,11111111110111100001,-0.021793285894071469
11111111111011100001,11111111111011100001,-0.021727075613007612
11111111111111010000,11111111111101010100,0.021678997622184178
11111111111101010100,11111111111111010000,0.021678997622182707
11101111111111100100,11101111111111100100,-0.021435715901060141
10111111111101110100,10111111111111110000,0.021340282018080987
10111111111111110000,10111111111101110100,0.021340282018080903
11111111111111010000,11111111101111100100,0.021272068545027861
11111111101111100100,11111111111111010000,0.021272068545026879
11011111111111100010,11011111111111100010,-0.02123529953962229
11111111110111100001,11111111111101100100,-0.021021988951772465
11111111111101100100,11111111110111100001,-0.021021988951770706
11111111101111100100,11111111111101100010,0.021018617072623376
11111111111101100010,11111111101111100100,0.021018617072623366
10111111110111110001,10111111111111110000,0.02080971558116328
10111111111111110000,10111111110111110001,0.020809715581163218
11111111111101010100,11111011111111110000,-0.020676525251947464
11111011111111110000,11111111111101010100,-0.020676525251947422
11111101111111110000,11111101110111110001,-0.020559861528554806
11111101110111110001,11111101111111110000,-0.020559861528553606
11111111111111100000,11111101101111110100,0.020467247228062379
11111101101111110100,11111111111111100000,0.020467247228057928
11111111111111100000,11111111111010110001,0.020133406025265019
11111111111010110001,11111111111111100000,0.020133406025263201
11011111111111100010,11101111111111100100,-0.019065410129762771
11101111111111100100,11011111111111100010,-0.019065410129761939
11111111110111110000,11111111111111100000,0.019020503501206858
11111111111111100000,11111111110111110000,0.019020503501165797
11101111111111101000,11101111111111101000,-0.018944738030989332
11111110111111100001,10111111111111110000,0.018655096034244856
10111111111111110000,11111110111111100001,0.018655096034242966
11011111111111100100,11011111111111100100,-0.018345582197055069
11111111111111100000,11111011111011110001,-0.018046257063421139
11111011111011110001,11111111111111100000,-0.018046257063418177
11111111110111100001,11111111101111100010,0.01792947139708068
11111111101111100010,11111111110111100001,0.017929471397078685
11111111111111100000,11111101111011110001,-0.017528319521724726
11111101111011110001,11111111111111100000,-0.017528319521720463
11111110111111101000,11111111111110110000,-0.017524194183956981
11111111111110110000,11111110111111101000,-0.01752419418395567
11111110111111101000,11111011111111110000,-0.017177688798811912
11111011111111110000,11111110111111101000,-0.017177688798811503
11111101110111111000,11111101110111111000,0.017177436780455298
11111101111111110000,11111101111011111000,0.017161055961567088
11111101111011111000,11111101111111110000,0.017161055961565558
11111111110111010001,11111111111111010000,0.016908422017168714
11111111111111010000,11111111110111010001,0.016908422017167694
11111111111111010000,11111101110111110001,0.016808490493618856
11111101110111110001,11111111111111010000,0.016808490493618405
11111111110111011000,11111111110111011000,0.016778165696965566
11011111111111100001,11101111111111101000,0.016745602331060878
11101111111111101000,11011111111111100001,0.016745602331059786
11111101111101110100,11111011111111110000,-0.016708032915202141
11111011111111110000,11111101111101110100,-0.016708032915202068
11111111110111010001,11111011111111110000,-0.016688517041964435
11111011111111110000,11111111110111010001,-0.01668851704196353
11111111111111100000,11111111110101101010,-0.016679586642275125
11111111110101101010,11111111111111100000,-0.016679586642272769
11111111111110100100,11111111111110100100,-0.016667391602091342
11110111111111101000,11111110111111101000,0.016615643348275883
11111110111111101000,11110111111111101000,0.016615643348275876
11111111110111101000,11111111111011100001,0.016245934462100785
11111111111011100001,11111111110111101000,0.016245934462099668
11111111111111100000,11111111110101100101,-0.016240790142319401
11111111110101100101,11111111111111100000,-0.016240790142319342
11111111110111011000,11111101110111111000,0.016228249202867123
11111101110111111000,11111111110111011000,0.016228249202866932
11011111111111101000,11011111111111101000,-0.016006899303849381
11111111111101100010,10111111111101110010,-0.015811829161475936
10111111111101110010,11111111111101100010,-0.015811829161474771
11101111111111100001,11011111111111101000,0.015769870809110718
11011111111111101000,11101111111111100001,0.015769870809110624
11101111111111100001,11101111111111100001,-0.015704300971241463
10111111111111110000,11111111111101010010,-0.015510256938251404
11111111111101010010,10111111111111110000,-0.015510256938249556
11111101111111110000,11111011111101110100,-0.015412885082654686
11111011111101110100,11111101111111110000,-0.015412885082654379
01111111111111101000,11111110111111100001,-0.015298504524025114
11111110111111100001,01111111111111101000,-0.015298504524024929
11111110111111100001,11111011111111101000,-0.015221746729848594
11111011111111101000,11111110111111100001,-0.015221746729848327
11111101111101110010,11111101111101110010,0.014926323542972573
11111111111111010000,11111101111011111000,-0.014829637830160365
11111101111011111000,11111111111111010000,-0.014829637830160062
11111111111111100000,01111101111111110001,0.014708948873836397
01111101111111110001,11111111111111100000,0.014708948873836194
11111111110111011000,10111111111111110000,0.014700190492716193
10111111111111110000,11111111110111011000,0.01470019049271567
11111111101111100100,11111111111110110000,-0.01468210067941159
11111111111110110000,11111111101111100100,-0.014682100679410526
11110111111111100001,10111111111111110000,0.014635469274266399
10111111111111110000,11110111111111100001,0.01463546927426515
11111111111111010000,11111011111101110100,0.014618142762267665
11111011111101110100,11111111111111010000,0.014618142762266681
11011111111111100001,11011111111111100001,-0.014567975604681833
11111101111111110000,11111111101111010010,0.014507880974390076
11111111101111010010,11111101111111110000,0.014507880974389998
11111111111111100000,11111011101111110100,0.014471046271102348
11111011101111110100,11111111111111100000,0.014471046271100243
11111111111101010010,11111111111101010010,0.014437348153739203
10111111111111110000,11111101111011110001,-0.01437591025222521
11111101111011110001,10111111111111110000,-0.01437591025222483
11111111111011110000,11111111111110100100,-0.014100802107059373
11111111111110100100,11111111111011110000,-0.014100802107056961
11111111110111101000,10111111110111111000,-0.014069057226497015
10111111110111111000,11111111110111101000,-0.014069057226496057
11111111110111101000,11111111111011110000,0.013935572419109202
11111111111011110000,11111111110111101000,0.013935572419107624
11111111101111100100,11111111101111100100,-0.01390750228361049
11111111111011110000,11111111111101100010,-0.013902116215854941
11111111111101100010,11111111111011110000,-0.013902116215854658
11111111111101010010,11111101111101110010,0.013852277752670967
11111101111101110010,11111111111101010010,0.013852277752670892
11111111110111100001,11111111111011101000,0.013653548448557358
11111111111011101000,11111111110111100001,0.013653548448555717
11111111111011110000,11111111111110110000,0.013600337497909358
11111111111110110000,11111111111011110000,0.013600337497908873
10110111111111110001,11111111111111100000,-0.013518767518078845
11111111111111100000,10110111111111110001,-0.01351876751807851
11111111111110110000,11111111111101010100,-0.013471797151758747
11111111111101010100,11111111111110110000,-0.013471797151758056
11111011110111110001,11111101111111110000,-0.013418327474961156
11111101111111110000,11111011110111110001,-0.013418327474960962
01111111111111110000,11111111111011110000,0.013361975454370765
11111111111011110000,01111111111111110000,0.013361975454370579
11011111111111110000,11111111111111100000,0.013344588422486205
11111111111111100000,11011111111111110000,0.013344588422370796
11111101110111111000,11111101111101110010,-0.013279200467227841
11111101111101110010,11111101110111111000,-0.013279200467227326
11111111111110110000,11111101111101110100,-0.013249696710096945
11111101111101110100,11111111111110110000,-0.013249696710096468
11111111111111100000,11111111100111100011,-0.013208610207823388
11111111100111100011,11111111111111100000,-0.013208610207822396
11111011111111110000,11111101110111110001,-0.013095394808001265
11111101110111110001,11111011111111110000,-0.013095394808000841
10111111111111110000,11111111101111010100,0.012935441504208689
11111111101111010100,10111111111111110000,0.012935441504207577
01111111111111110000,01111111111111110000,-0.012903675243267635
11111111111111100000,11111110111101101010,-0.012575485641335107
11111110111101101010,11111111111111100000,-0.012575485641334493
11111111111110110000,11111111111011100001,0.012543912975539029
11111111111011100001,11111111111110110000,0.012543912975538191
11111111110111011000,11111111111101010010,-0.012503244865860229
11111111111101010010,11111111110111011000,-0.012503244865859877
11111111110111101000,11111111101111100100,-0.012403195520876242
11111111101111100100,11111111110111101000,-0.012403195520876048
01111111111111110000,11111111111111010000,-0.012316305984574945
11111111111111010000,01111111111111110000,-0.0123163059845726
11111111110111011000,11111101111101110010,-0.012172254005196444
11111101111101110010,11111111110111011000,-0.012172254005195775
11111101110111111000,11111111111101010010,-0.012063253864364023
11111111111101010010,11111101110111111000,-0.012063253864363497
11111110111111110000,11111111111111001000,0.01202586958975675
11111111111111001000,11111110111111110000,0.012025869589756639
11111111110111101000,10111111111101110010,0.011948403234120311
10111111111101110010,11111111110111101000,0.011948403234118546
11111011110111110001,11111111111111010000,0.011809018333681472
11111111111111010000,11111011110111110001,0.011809018333681354
11111111111011110000,11111111111111000001,0.011710602563089459
11111111111111000001,11111111111011110000,0.011710602563088085
10111111110111111000,11111111111101100010,0.011588586269649264
11111111111101100010,10111111110111111000,0.011588586269649084
11111111111111100000,11110111111111100001,-0.011515462191606091
11110111111111100001,11111111111111100000,-0.011515462191604061
11111111111011101000,11111111111011101000,-0.011514528454854149
11111011111111110000,11111011111101110100,-0.011480772170683077
11111011111101110100,11111011111111110000,-0.011480772170682751
11111011111111100001,11111011111111100001,-0.011455408523103202
11110111111111100001,11111111111011101000,0.011440649060889598
11111111111011101000,11110111111111100001,0.011440649060889293
11110111111111101000,11110111111111101000,-0.011437890594790808
10111111111101110010,10111111111101110010,-0.011406405141825074
11111111111111100000,11111111011111100100,-0.011309428789734595
11111111011111100100,11111111111111100000,-0.01130942878973413
11111101111111110000,11111101110101111010,0.01120067779752883
11111101110101111010,11111101111111110000,0.011200677797528558
11111110111111101000,11111111111101100010,0.011094746820339976
11111111111101100010,11111110111111101000,0.011094746820339682
11111011110111111000,11111111110111011000,0.011068723547326104
11111111110111011000,11111011110111111000,0.011068723547326029
11111111111111100000,11111111111011010100,0.010987389703090118
11111111111011010100,11111111111111100000,0.010987389703089734
11111111111111100000,11110101111111111000,-0.010975968826729507
11110101111111111000,11111111111111100000,-0.010975968826729037
11111111111110100100,11101111111111100010,-0.010970366969486575
11101111111111100010,11111111111110100100,-0.010970366969486561
11111111101111100010,11111111111011101000,-0.010926062257977013
11111111111011101000,11111111101111100010,-0.01092606225797565
10111111110111110001,10111111110111110001,0.010924818618987012
11110111111111101000,11111111111111010000,0.010891035833731764
11111111111111010000,11110111111111101000,0.010891035833730463
11111011111111101000,11111111111101100100,-0.010841665789707161
11111111111101100100,11111011111111101000,-0.010841665789706795
11111111111111010000,11111101110101111010,-0.010833043810463216
11111101110101111010,11111111111111010000,-0.010833043810462966
11111011110111111000,11111101110111111000,0.010807675862641608
11111101110111111000,11111011110111111000,0.010807675862641461
11111111111111010000,11111111110101011010,0.010794050372874179
11111111110101011010,11111111111111010000,0.010794050372874005
11111111111010110100,11111111111111100000,0.010671263968286932
11111111111111100000,11111111111010110100,0.010671263968286824
11111111110111010001,11111111111110110000,-0.010596253395073925
11111111111110110000,11111111110111010001,-0.01059625339507372
11111111111101100010,11111111111011100001,-0.01057978935394074
11111111111011100001,11111111111101100010,-0.010579789353939474
11111111111011100001,01111111111111100001,-0.010492962751124341
01111111111111100001,11111111111011100001,-0.010492962751124246
11111011111111110000,11111111101111010010,0.010449997000332304
11111111101111010010,11111011111111110000,0.010449997000332292
11111101111111110000,11111101101111110010,0.010306688537516885
11111101101111110010,11111101111111110000,0.010306688537516442
11111111111111000001,11111101111111110000,-0.010290265238369563
11111101111111110000,11111111111111000001,-0.010290265238369158
01111111111110110100,11111111111111100000,-0.010199448950437571
11111111111111100000,01111111111110110100,-0.010199448950437295
11111111111111010000,11111111101111010010,-0.010175573909620329
11111111101111010010,11111111111111010000,-0.010175573909619491
11111111111111100000,11111111101011101010,-0.010092501668811527
11111111101011101010,11111111111111100000,-0.010092501668810556
11111011111111110000,11111101111011111000,0.010064742478544799
11111101111011111000,11111011111111110000,0.010064742478544506
10111111110111111000,10111111111101110010,0.010047670032256109
10111111111101110010,10111111110111111000,0.010047670032255306
11111101111111110000,11111111110101011010,-0.01002627540052322
11111111110101011010,11111101111111110000,-0.010026275400523092
11111111111110100100,01111111111111110000,0.010003714039219718
01111111111111110000,11111111111110100100,0.010003714039219524
11111111111101010010,11111011111101110010,0.0099824500065408845
11111011111101110010,11111111111101010010,0.0099824500065405549
10111111111101110100,10111111111101110100,0.0098783896842305468
11111101111101110010,11111011111101110010,0.0098251319997185622
11111011111101110010,11111101111101110010,0.0098251319997183489
11110111111111011000,11111111111111100000,0.0098206255794195032
11111111111111100000,11110111111111011000,0.009820625579419498
10111111110111111000,10111111110111111000,-0.0097975740386363093
11111111011111100100,11111111101111100010,-0.0096442500421021864
11111111101111100010,11111111011111100100,-0.0096442500421015549
11111011110111110001,11111011111111110000,-0.0095658885512139944
11111011111111110000,11111011110111110001,-0.0095658885512139406
11111111111110110000,11111101110111110001,-0.0093800807098140537
11111101110111110001,11111111111110110000,-0.0093800807098136062
11111101111111110000,11111111111100110100,0.0093694720132355951
11111111111100110100,11111101111111110000,0.0093694720132345144
11111111111111100000,11111111101110110100,-0.0093319995147243279
11111111101110110100,11111111111111100000,-0.0093319995147230304
11110111111111100001,11111011111111101000,0.0093276080461473874
11111011111111101000,11110111111111100001,0.0093276080461473405
10111111110111110001,10111111111101110100,0.009276002899476098
10111111111101110100,10111111110111110001,0.0092760028994751786
11110111111111101000,11111101111111110000,-0.0092040734058574276
11111101111111110000,11110111111111101000,-0.0092040734058559896
11111101111111110000,11111111110110110001,0.0091876627239447645
11111111110110110001,11111101111111110000,0.0091876627239438728
11111011110111111000,11111111111101010010,-0.0091499562955233912
11111111111101010010,11111011110111111000,-0.0091499562955233808
11111101111011111000,11111111111110110000,0.0091178797028330025
11111111111110110000,11111101111011111000,0.0091178797028327301
11111101110111111000,11111011111101110010,-0.0091157098229936537
11111011111101110010,11111101110111111000,-0.0091157098229931229
10111111101111110010,10111111111111110000,-0.0090943985799768132
10111111111111110000,10111111101111110010,-0.0090943985799766484
11111011110111111000,11111101111101110010,-0.0090399973484052813
11111101111101110010,11111011110111111000,-0.009039997348405257
11111111110111011000,11111011111101110010,-0.009022097264967447
11111011111101110010,11111111110111011000,-0.0090220972649667393
11111111111111100000,11111101111110110100,-0.0090125563647369573
11111101111110110100,11111111111111100000,-0.0090125563647361212
11111111111011100001,11111111101111100100,0.0090064708694403972
11111111101111100100,11111111111011100001,0.0090064708694395524
11111111111110100010,11011111111111100010,-0.0089755321577341032
11011111111111100010,11111111111110100010,-0.008975532157733895
11111111111101100100,11111111110111110000,-0.0089712097889228983
11111111110111110000,11111111111101100100,-0.0089712097889220622
11111111111111010000,11111101101111110010,-0.0089122390833965472
11111101101111110010,11111111111111010000,-0.0089122390833964657
10111111111111110000,10111111110101110101,0.0088079806704923803
10111111110101110101,10111111111111110000,0.0088079806704922398
11111111111111100000,11111111111001100011,-0.0087534870803866842
11111111111001100011,11111111111111100000,-0.0087534870803856069
11111111111111100000,10111111110101111010,0.008738577049398415
10111111110101111010,11111111111111100000,0.0087385770493973655
11111111111111100000,11111111111110000101,-0.0086385593335463074
11111111111110000101,11111111111111100000,-0.0086385593335462502
11111110111111100001,11111101111111101000,0.0085970134573884281
11111101111111101000,11111110111111100001,0.0085970134573884142
11111111011111100100,11111111011111100100,-0.0085817692556405447
11111111111111100000,11111011111101101100,0.0084797784448338714
11111011111101101100,11111111111111100000,0.0084797784448330579
11111111111110110000,11111011111101110100,-0.0084558774750832736
11111011111101110100,11111111111110110000,-0.0084558774750831626
11111111111101100010,10111111101111110100,0.0083814113985407439
10111111101111110100,11111111111101100010,0.0083814113985394463
11111111111011110000,10111111111110110100,-0.008367145447662868
10111111111110110100,11111111111011110000,-0.0083671454476615271
11011111111111110000,11111111110111100001,-0.0083507052700614193
11111111110111100001,11011111111111110000,-0.008350705270052234
11111101110111111000,11111111110110111000,-0.0082748572418419562
11111111110110111000,11111101110111111000,-0.0082748572418414375
11111111110111100001,11111111110111110000,-0.0082686838335435352
11111111110111110000,11111111110111100001,-0.0082686838335418282
11111111111101100100,11111111111011101000,0.0081841837962954127
11111111111011101000,11111111111101100100,0.0081841837962945887
01111011111111110001,11111111111111100000,0.0081549143608555391
11111111111111100000,01111011111111110001,0.0081549143608554524
11111111011111100100,11111111111101100100,0.0080871039195593315
11111111111101100100,11111111011111100100,0.0080871039195591181
11111111111101100100,11111101111111101000,0.0080675270524143295
11111101111111101000,11111111111101100100,0.0080675270524142965
11111111111011010001,11111111110111011000,-0.0080466044732643294
11111111110111011000,11111111111011010001,-0.0080466044732641611
11111111101111100100,10111111111101110010,0.0080343524167161562
10111111111101110010,11111111101111100100,0.0080343524167147736
11111101111101110010,11111101101111110100,-0.0079754517478869101
11111101101111110100,11111101111101110010,-0.0079754517478867349
10111111111111110000,11111101111101110010,-0.0079464570541251042
11111101111101110010,10111111111111110000,-0.0079464570541232637
11111111110111100001,11111011111111101000,-0.0079198013519812746
11111011111111101000,11111111110111100001,-0.0079198013519811983
11111111111110100100,10111111111110110100,-0.0078093160176599457
10111111111110110100,11111111111110100100,-0.0078093160176585553
10111111110101111010,10111111111111110000,-0.0077740674776018998
10111111111111110000,10111111110101111010,-0.0077740674776016674
11111111011111100100,11111111111011101000,-0.0077204189032111219
11111111111011101000,11111111011111100100,-0.0077204189032107516
11111111101111100010,11111011111111101000,0.0077174162981665673
11111011111111101000,11111111101111100010,0.0077174162981665404
11111111110111011000,11111111110110111000,-0.0076995648603590114
11111111110110111000,11111111110111011000,-0.0076995648603590087
11111111111101010010,11111111101111010100,-0.0076767137138119374
11111111101111010100,11111111111101010010,-0.0076767137138116989
11111111111111010000,11111011110101111010,-0.0076308568780846476
11111011110101111010,11111111111111010000,-0.0076308568780845071
11111101111101110010,11111111111100110010,-0.0076257698987726927
11111111111100110010,11111101111101110010,-0.0076257698987726164
11111101111111110000,11111011110101111010,0.007603732628946305
11111011110101111010,11111101111111110000,0.0076037326289461939
11111111100111101100,11111111111111100000,-0.0075546632994412085
11111111111111100000,11111111100111101100,-0.0075546632994407557
11111101110101111010,11111011111111110000,0.007545173484053932
11111011111111110000,11111101110101111010,0.0075451734840537845
11111101111111100001,11111101111111100001,-0.0075048655457999021
11111111111101010010,11111101101111110100,-0.007498104474462002
11111101101111110100,11111111111101010010,-0.0074981044744616317
11111111111011100001,11111011111111100001,-0.0074641582064654535
11111011111111100001,11111111111011100001,-0.007464158206465234
11111111110111100001,11111111011111100100,0.0073868283773580691
11111111011111100100,11111111110111100001,0.0073868283773579008
11111101111111100010,11111101111111100010,-0.0073768446838873777
11111011111111110000,11111111110101011010,-0.0072422204956733389
11111111110101011010,11111011111111110000,-0.0072422204956732374
11111011110111111000,11111011110111111000,0.0072242314388747085
11111111110110111000,11111101111101110010,0.0072125178091442931
11111101111101110010,11111111110110111000,0.0072125178091440728
01111111111111100001,01111111111111100001,-0.0071601799896010322
11111101110111111000,11111111111011010001,-0.0071367013118395408
11111111111011010001,11111101110111111000,-0.0071367013118394471
11111101110111111000,11111111111100110010,0.0071248333598522822
11111111111100110010,11111101110111111000,0.0071248333598519014
11111111101111010100,11111101111101110010,-0.0070808678915121647
11111101111101110010,11111111101111010100,-0.0070808678915118507
01111111111111010001,10111111111111110000,-0.0070778593540554366
10111111111111110000,01111111111111010001,-0.0070778593540553845
11111111110101101010,10111111111111110000,0.007074984507940656
10111111111111110000,11111111110101101010,0.0070749845079401946
11111011111101110010,11111011111101110010,0.0070503470187018406
11111111011111100010,11111111111101100010,0.0068340862136604726
11111111111101100010,11111111011111100010,0.0068340862136602584
11111111111101010010,11111111111100110010,-0.006801346063734403
11111111111100110010,11111111111101010010,-0.0068013460637342451
11111111101111100100,11111111011111100010,-0.0067715647283570586
11111111011111100010,11111111101111100100,-0.0067715647283569016
11111111111011100001,10111111110111111000,0.0067486384442899689
10111111110111111000,11111111111011100001,0.0067486384442896011
10111111110111111000,11111111110111010001,-0.0067465290620842746
11111111110111010001,10111111110111111000,-0.0067465290620842338
11111111110111011000,11111101111011110001,-0.0067320245061556839
11111101111011110001,11111111110111011000,-0.006732024506155389
11111101110111111000,11111101111011110001,-0.0067218288946060039
11111101111011110001,11111101110111111000,-0.006721828894605866
11111111101111100010,10111111101111110010,-0.0067203454895294525
10111111101111110010,11111111101111100010,-0.0067203454895283067
11110111111111100001,01111111111111101000,0.006603555596643264
01111111111111101000,11110111111111100001,0.0066035555966432596
11111011110111111000,11111011111101110010,-0.0065683410023563106
11111011111101110010,11111011110111111000,-0.006568341002355987
11111111110110111000,11111111111101010010,0.0065059944666274174
11111111111101010010,11111111110110111000,0.0065059944666273992
11111111111011010001,11111111111011010001,0.0063592826817492343
11111111110111011000,11111111111100110010,0.0063073238939897339
11111111111100110010,11111111110111011000,0.0063073238939895119
10111111110111111000,11111101110111110001,-0.0062864849625661121
11111101110111110001,10111111110111111000,-0.0062864849625659733
11111101110111111000,11111101101111110100,0.0060897049091643901
11111101101111110100,11111101110111111000,0.0060897049091640197
